Mods count: 297
 
                                           jar name                                             |    notes     |                mod id                |                                   mod name                                   |       mod version        |                                                                                                                                                                                                                                  mixin configs                                                                                                                                                                                                                                  |              modrinth hash               | curseforge hash
        /META-INF/jarjar/tiny-multiblock-lib-neo-1.21.1-3.0.jar                                 |              | tinymultiblocklib                    | Tiny Multiblock Lib                                                          | 3.0                      | tinymultiblocklib.mixins.json, tinymultiblocklib.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
starcatcher_delight-3.0-NEOFORGE-1.21.1.jar                                                     |              | starcatcher_delight                  | Starcatcher's Delight                                                        | 3.0-NEOFORGE-1.21.1      |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 037384cac856ea25a92b7a23688e1221b2ef7666 | 2665690065     
supermartijn642configlib-1.1.8-neoforge-mc1.21.jar                                              |              | supermartijn642configlib             | SuperMartijn642's Config Library                                             | 1.1.8                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 07452242e389975e8a88b97066f4bae6a4ebe574 | 1923939184     
supermartijn642corelib-1.1.21-neoforge-mc1.21.jar                                               |              | supermartijn642corelib               | SuperMartijn642's Core Lib                                                   | 1.1.21                   | supermartijn642corelib.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                              | 84802fbe1645de8caf61ccb07db6cf451e614f68 | 3414849852     
TameableZombieSkeletonHorse-neoforge-1.21.1-1.0.0.jar                                           |              | tameablezombieskeletonhorse          | Tameable Zombie Horse 'n Skeleton Horse                                      | 1.21.1-1.0.0             | tamablezombieskeletonhorse.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                          | 3f83ff45365e461dc030f031e9c25f00bc5cbc6d | 3750467827     
TerraBlender-neoforge-1.21.1-4.1.0.8.jar                                                        |              | terrablender                         | TerraBlender                                                                 | 4.1.0.8                  | terrablender_neoforge.mixins.json, terrablender.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                     | 2016eed89eac0eb0510d2190c3b0b80bf4346191 | 4290330137     
tolerable_creepers-neoforge-1.21.1-2.2.4.jar                                                    |              | tolerable_creepers                   | Tolerable Creepers                                                           | 2.2.4                    | tolerable_creepers.neoforge.mixins.json, tolerable_creepers.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                         | 407a4acd9f67980d1f5b9db0c5312515cccf0bd7 | 443065592      
tombstone-neoforge-1.21.1-9.5.3.jar                                                             |              | tombstone                            | Corail Tombstone                                                             | 9.5.3                    | tombstone.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                           | c1092771176c2bd29cfa1b94c606c27f699d9897 | 2056059885     
travelertoolbelt-neoforge-1.21.1-1.0.2.jar                                                      |              | travelertoolbelt                     | Traveler Tool Belt                                                           | 1.0.2                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 4d3d7e05e5f75a72859614aa473955b8a0d5d294 | 1851194790     
TreeChop-1.21.1-neoforge-0.19.3.jar                                                             |              | treechop                             | HT's TreeChop                                                                | 0.19.3                   | treechop.mixins.json, treechop.neoforge.mixins.json, treechop.neoforge.compat.mixins.json                                                                                                                                                                                                                                                                                                                                                                                       | 7bf7c1bde0f574e3fb9077115a2d4f59e534486c | 4189354768     
twoplayersonehorse-neoforge-1.21.1-1.0.2.jar                                                    |              | twoplayersonehorse                   | TwoPlayersOneHorse                                                           | 1.0.2                    | twoplayersonehorse.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                  | c4256096b78ef3e1d90e70d392efede6e0fa3ea1 | 4033601126     
txnilib-neoforge-1.0.24-1.21.1.jar                                                              |              | txnilib                              | TxniLib                                                                      | 1.0.24                   | mixins.txnilib.json                                                                                                                                                                                                                                                                                                                                                                                                                                                             | 17b1bbb96e922e683a1807a2e7bece603fdc491d | 806726534      
    /META-INF/jars/forgified-fabric-api-0.115.6+2.1.0+1.21.1.jar                                |              | fabric_api                           | Forgified Fabric API                                                         | 0.115.6+2.1.0+1.21.1     |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
        /META-INF/jars/fabric-api-base-0.4.42+d1308ded19.jar                                    |              | fabric_api_base                      | Forgified Fabric API Base                                                    | 0.4.42+d1308ded19        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
        /META-INF/jars/fabric-api-lookup-api-v1-1.6.70+c21168c319.jar                           |              | fabric_api_lookup_api_v1             | Forgified Fabric API Lookup API (v1)                                         | 1.6.70+c21168c319        | fabric-api-lookup-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                            |                                          |                
        /META-INF/jars/fabric-biome-api-v1-13.0.31+1e62d33c19.jar                               |              | fabric_biome_api_v1                  | Forgified Fabric Biome API (v1)                                              | 13.0.31+1e62d33c19       | fabric-biome-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
        /META-INF/jars/fabric-block-api-v1-1.0.22+a6e994cd19.jar                                |              | fabric_block_api_v1                  | Forgified Fabric Block API (v1)                                              | 1.0.22+a6e994cd19        | fabric-block-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
        /META-INF/jars/fabric-block-view-api-v2-1.0.11+e9036fd419.jar                           |              | fabric_block_view_api_v2             | Forgified Fabric BlockView API (v2)                                          | 1.0.11+e9036fd419        | fabric-block-view-api-v2.client.mixins.json, fabric-block-view-api-v2.mixins.json                                                                                                                                                                                                                                                                                                                                                                                               |                                          |                
        /META-INF/jars/fabric-blockrenderlayer-v1-1.1.52+b089b4bd19.jar                         |              | fabric_blockrenderlayer_v1           | Forgified Fabric BlockRenderLayer Registration (v1)                          | 1.1.52+b089b4bd19        | fabric-blockrenderlayer-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                          |                                          |                
        /META-INF/jars/fabric-client-tags-api-v1-1.1.15+e053909619.jar                          |              | fabric_client_tags_api_v1            | Forgified Fabric Client Tags                                                 | 1.1.15+e053909619        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
        /META-INF/jars/fabric-command-api-v2-2.2.28+36d727be19.jar                              |              | fabric_command_api_v2                | Forgified Fabric Command API (v2)                                            | 2.2.28+36d727be19        | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
        /META-INF/jars/fabric-content-registries-v0-8.0.18+0a0c14ff19.jar                       |              | fabric_content_registries_v0         | Forgified Fabric Content Registries (v0)                                     | 8.0.18+0a0c14ff19        | fabric-content-registries-v0.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                        |                                          |                
        /META-INF/jars/fabric-convention-tags-v1-2.1.4+7f945d5b19.jar                           |              | fabric_convention_tags_v1            | Forgified Fabric Convention Tags                                             | 2.1.4+7f945d5b19         |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
        /META-INF/jars/fabric-convention-tags-v2-2.11.0+87e5848019.jar                          |              | fabric_convention_tags_v2            | Forgified Fabric Convention Tags (v2)                                        | 2.11.0+87e5848019        | fabric-convention-tags-api-v2.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                       |                                          |                
        /META-INF/jars/fabric-data-attachment-api-v1-1.4.3+58235da019.jar                       |              | fabric_data_attachment_api_v1        | Forgified Fabric Data Attachment API (v1)                                    | 1.4.3+58235da019         | fabric-data-attachment-api-v1.mixins.json, fabric-data-attachment-api-v1.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
        /META-INF/jars/fabric-data-generation-api-v1-20.2.28+2d91a6db19.jar                     |              | fabric_data_generation_api_v1        | Forgified Fabric Data Generation API (v1)                                    | 20.2.28+2d91a6db19       | fabric-data-generation-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                       |                                          |                
        /META-INF/jars/fabric-entity-events-v1-1.7.0+1af6e62419.jar                             |              | fabric_entity_events_v1              | Forgified Fabric Entity Events (v1)                                          | 1.7.0+1af6e62419         | fabric-entity-events-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                             |                                          |                
        /META-INF/jars/fabric-events-interaction-v0-0.7.13+7b71cc1619.jar                       |              | fabric_events_interaction_v0         | Forgified Fabric Events Interaction (v0)                                     | 0.7.13+7b71cc1619        | fabric-events-interaction-v0.client.mixins.json, fabric-events-interaction-v0.mixins.json                                                                                                                                                                                                                                                                                                                                                                                       |                                          |                
        /META-INF/jars/fabric-game-rule-api-v1-1.0.53+36d727be19.jar                            |              | fabric_game_rule_api_v1              | Forgified Fabric Game Rule API (v1)                                          | 1.0.53+36d727be19        | fabric-game-rule-api-v1.mixins.json, fabric-game-rule-api-v1.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
        /META-INF/jars/fabric-gametest-api-v1-2.0.5+29f188ce19.jar                              |              | fabric_gametest_api_v1               | Forgified Fabric Game Test API (v1)                                          | 2.0.5+29f188ce19         | fabric-gametest-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jars/fabric-item-api-v1-11.1.1+57cdfa8219.jar                                 |              | fabric_item_api_v1                   | Forgified Fabric Item API (v1)                                               | 11.1.1+57cdfa8219        | fabric-item-api-v1.client.mixins.json, fabric-item-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
        /META-INF/jars/fabric-item-group-api-v1-4.1.7+e324903319.jar                            |              | fabric_item_group_api_v1             | Forgified Fabric Item Group API (v1)                                         | 4.1.7+e324903319         | fabric-item-group-api-v1.client.mixins.json, fabric-item-group-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                               |                                          |                
        /META-INF/jars/fabric-key-binding-api-v1-1.0.47+62cc7ce119.jar                          |              | fabric_key_binding_api_v1            | Forgified Fabric Key Binding API (v1)                                        | 1.0.47+62cc7ce119        | fabric-key-binding-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
        /META-INF/jars/fabric-lifecycle-events-v1-2.5.0+a2ee258a19.jar                          |              | fabric_lifecycle_events_v1           | Forgified Fabric Lifecycle Events (v1)                                       | 2.5.0+a2ee258a19         | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
        /META-INF/jars/fabric-loot-api-v2-3.0.15+a3ee712d19.jar                                 |              | fabric_loot_api_v2                   | Forgified Fabric Loot API (v2)                                               | 3.0.15+a3ee712d19        | fabric-loot-api-v2.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                  |                                          |                
        /META-INF/jars/fabric-loot-api-v3-1.0.3+333dfad919.jar                                  |              | fabric_loot_api_v3                   | Forgified Fabric Loot API (v3)                                               | 1.0.3+333dfad919         | fabric-loot-api-v3.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                  |                                          |                
        /META-INF/jars/fabric-message-api-v1-6.0.13+e053909619.jar                              |              | fabric_message_api_v1                | Forgified Fabric Message API (v1)                                            | 6.0.13+e053909619        | fabric-message-api-v1.client.mixins.json, fabric-message-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
        /META-INF/jars/fabric-model-loading-api-v1-2.0.0+986ae77219.jar                         |              | fabric_model_loading_api_v1          | Forgified Fabric Model Loading API (v1)                                      | 2.0.0+986ae77219         | fabric-model-loading-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                         |                                          |                
        /META-INF/jars/fabric-networking-api-v1-4.3.0+4f690eb619.jar                            |              | fabric_networking_api_v1             | Forgified Fabric Networking API (v1)                                         | 4.3.0+4f690eb619         | fabric-networking-api-v1.mixins.json, fabric-networking-api-v1.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                               |                                          |                
        /META-INF/jars/fabric-object-builder-api-v1-15.2.1+cc242efd19.jar                       |              | fabric_object_builder_api_v1         | Forgified Fabric Object Builder API (v1)                                     | 15.2.1+cc242efd19        | fabric-object-builder-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                            |                                          |                
        /META-INF/jars/fabric-particles-v1-4.0.2+824f924c19.jar                                 |              | fabric_particles_v1                  | Forgified Fabric Particles (v1)                                              | 4.0.2+824f924c19         | fabric-particles-v1.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                          |                                          |                
        /META-INF/jars/fabric-recipe-api-v1-5.0.14+59440bcc19.jar                               |              | fabric_recipe_api_v1                 | Forgified Fabric Recipe API (v1)                                             | 5.0.14+59440bcc19        | fabric-recipe-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                |                                          |                
        /META-INF/jars/fabric-registry-sync-v0-5.2.0+867470b919.jar                             |              | fabric_registry_sync_v0              | Forgified Fabric Registry Sync (v0)                                          | 5.2.0+867470b919         | fabric-registry-sync-v0.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                             |                                          |                
        /META-INF/jars/fabric-renderer-api-v1-3.4.0+9c40919e19.jar                              |              | fabric_renderer_api_v1               | Forgified Fabric Renderer API (v1)                                           | 3.4.0+9c40919e19         | fabric-renderer-api-v1.debughud.mixins.json, fabric-renderer-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
        /META-INF/jars/fabric-renderer-indigo-1.7.0+4198af7119.jar                              |              | fabric_renderer_indigo               | Forgified Fabric Renderer - Indigo                                           | 1.7.0+4198af7119         | fabric-renderer-indigo.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jars/fabric-rendering-data-attachment-v1-0.3.49+73761d2e19.jar                |              | fabric_rendering_data_attachment_v1  | Forgified Fabric Rendering Data Attachment (v1)                              | 0.3.49+73761d2e19        | fabric-rendering-data-attachment-v1.client.mixins.json, fabric-rendering-data-attachment-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                         |                                          |                
        /META-INF/jars/fabric-rendering-fluids-v1-3.1.6+857185bc19.jar                          |              | fabric_rendering_fluids_v1           | Forgified Fabric Rendering Fluids (v1)                                       | 3.1.6+857185bc19         | fabric-rendering-fluids-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                          |                                          |                
        /META-INF/jars/fabric-rendering-v1-5.0.5+077ba95f19.jar                                 |              | fabric_rendering_v1                  | Forgified Fabric Rendering (v1)                                              | 5.0.5+077ba95f19         | fabric-rendering-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
        /META-INF/jars/fabric-resource-conditions-api-v1-4.3.0+5bdd099819.jar                   |              | fabric_resource_conditions_api_v1    | Forgified Fabric Resource Conditions API (v1)                                | 4.3.0+5bdd099819         | fabric-resource-conditions-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                   |                                          |                
        /META-INF/jars/fabric-resource-loader-v0-1.3.1+4ea8954419.jar                           |              | fabric_resource_loader_v0            | Forgified Fabric Resource Loader (v0)                                        | 1.3.1+4ea8954419         | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                             |                                          |                
        /META-INF/jars/fabric-screen-api-v1-2.0.25+4228281319.jar                               |              | fabric_screen_api_v1                 | Forgified Fabric Screen API (v1)                                             | 2.0.25+4228281319        | fabric-screen-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                |                                          |                
        /META-INF/jars/fabric-screen-handler-api-v1-1.3.88+8dbc56dd19.jar                       |              | fabric_screen_handler_api_v1         | Forgified Fabric Screen Handler API (v1)                                     | 1.3.88+8dbc56dd19        | fabric-screen-handler-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                        |                                          |                
        /META-INF/jars/fabric-sound-api-v1-1.0.23+10b84f8419.jar                                |              | fabric_sound_api_v1                  | Forgified Fabric Sound API (v1)                                              | 1.0.23+10b84f8419        | fabric-sound-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
        /META-INF/jars/fabric-transfer-api-v1-5.4.2+a25cb45619.jar                              |              | fabric_transfer_api_v1               | Forgified Fabric Transfer API (v1)                                           | 5.4.2+a25cb45619         | fabric-transfer-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jars/fabric-transitive-access-wideners-v1-6.2.0+6c854b6f19.jar                |              | fabric_transitive_access_wideners_v1 | Forgified Fabric Transitive Access Wideners (v1)                             | 6.2.0+6c854b6f19         |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
        /META-INF/jars/forgified-fabric-loader-2.5.29+0.16.0+1.21-full.jar                      |              |                                      |                                                                              |                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
voicechat-neoforge-1.21.1-2.6.20.jar                                                            |              | voicechat                            | Simple Voice Chat                                                            | 1.21.1-2.6.20            |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | e320dab1795ec1193a57ea709f23f49b662ef2a1 | 284178245      
weaponmaster_ydm-1.21.1-neoforge-4.2.7.jar                                                      |              | weaponmaster_ydm                     | YDM's Weapon Master                                                          | 4.2.7                    | weaponmaster_ydm.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                    | 4cfceaf50678186c8c8de2eedc1f47f46a624782 | 2630648365     
